order_id,customer_id,restaurant_id,dish_ordered,order_time,delivery_time,order_status,price,quantity,delivery_address,delivery_partner_id,delivery_time ,expected delivery_time
6972,289,55,Dal Makhani,2024-02-29 00:34:52,2024-02-29 02:05:00,Successful,503,1,"86/886, Ray Circle Aurangabad-543149",188,91,24
6973,171,272,Aloo Paratha,2024-08-04 03:05:50,2024-08-04 04:58:00,Successful,628,5,"47, Sagar Chowk, Karnal 109012",383,113,32
6974,113,109,Biryani,2024-06-16 18:34:59,2024-06-16 19:26:00,Successful,782,1,"H.No. 41, Kata Lucknow-704275",255,52,34
6975,208,35,Chole Bhature,2024-08-16 13:31:24,2024-08-16 15:10:00,Successful,286,2,"16, Johal Road, Raurkela Industrial Township 003171",496,99,33
6976,143,145,Tandoori Chicken,2024-08-28 11:25:25,2024-08-28 12:32:00,Successful,676,3,"371, Rajan Navi Mumbai 321294",451,67,33
6977,345,106,Dal Makhani,2024-08-26 12:34:02,2024-08-26 14:30:00,Successful,403,4,78 Char Marg Navi Mumbai 951087,406,116,35
6978,69,3,Aloo Paratha,2024-06-16 01:55:52,2024-06-16 03:17:00,Cancelled,519,3,"643, Sridhar Road, Noida 913056",286,82,25
6979,141,156,Biryani,2024-08-11 19:51:49,2024-08-11 21:22:00,Successful,762,3,"23/112, Lall Street Mira-Bhayandar-216821",356,91,25
6980,47,299,Dal Makhani,2024-07-29 15:22:46,2024-07-29 16:34:00,Successful,840,5,"99, Khanna Marg, Madanapalle 438905",270,72,22
6981,128,256,Dal Makhani,2024-07-04 08:09:40,2024-07-04 09:09:00,Successful,988,2,H.No. 979 Shenoy Ganj Shimoga 018157,240,60,23
6982,96,29,Dal Makhani,2024-03-04 00:00:19,2024-03-04 01:39:00,Successful,229,2,"21, Vaidya Chowk, Burhanpur-452669",67,99,29
6983,434,96,Dosa,2024-03-15 01:37:51,2024-03-15 03:27:00,Successful,353,4,"71 Sastry, Gulbarga-121965",277,110,38
6984,80,99,Tandoori Chicken,2024-01-31 21:23:11,2024-01-31 22:21:00,Successful,172,2,H.No. 132 Gala Chowk Kulti-600315,230,58,21
6985,397,280,Butter Chicken,2024-05-19 06:51:36,2024-05-19 07:50:00,Cancelled,628,5,"H.No. 480, Andra Nagar Hindupur-146804",411,59,29
6986,346,261,Butter Chicken,2024-05-03 17:53:37,2024-05-03 19:28:00,Successful,644,3,"41, Chadha Zila, Ajmer-276068",164,95,29
6987,72,180,Tandoori Chicken,2024-02-10 03:49:35,2024-02-10 05:31:00,Successful,322,3,45/281 Kadakia Circle Ghaziabad-289644,263,102,34
6988,364,158,Paneer Tikka,2024-07-15 04:25:37,2024-07-15 05:07:00,Successful,969,2,"H.No. 54, Gill Street Begusarai-409840",17,42,24
6989,133,24,Dosa,2024-04-18 02:15:01,2024-04-18 03:02:00,Successful,622,2,738 Goyal Ganj Surat 394566,234,47,35
6990,374,84,Dal Makhani,2024-04-03 23:14:20,2024-04-04 00:24:00,Cancelled,241,5,25/515 Bhalla Nagar Mango-387508,278,70,32
6991,272,68,Pav Bhaji,2024-07-17 18:15:45,2024-07-17 19:25:00,Successful,870,4,"H.No. 336, Jayaraman Circle Ongole 797392",229,70,27
6992,292,236,Aloo Paratha,2024-08-01 02:55:05,2024-08-01 03:20:00,Successful,466,4,"10/961, Sen Road Serampore 003460",424,25,20
6993,113,255,Dosa,2024-07-29 15:50:23,2024-07-29 16:42:00,Successful,286,1,"H.No. 841, Shere Marg Vijayawada 816793",8,52,20
6994,186,232,Butter Chicken,2024-08-30 12:50:18,2024-08-30 13:27:00,Successful,397,2,"22/58, Talwar Ganj, Dewas 935683",495,37,28
6995,22,200,Pav Bhaji,2024-02-08 04:26:51,2024-02-08 05:36:00,Successful,996,5,"40, Chad Yamunanagar 236808",92,70,34
6996,128,19,Dosa,2024-05-17 06:47:05,2024-05-17 07:24:00,Successful,102,5,"H.No. 64, Loke Vasai-Virar-346355",317,37,26
6997,390,151,Paneer Tikka,2024-02-15 07:18:19,2024-02-15 07:44:00,Cancelled,635,1,H.No. 109 Taneja Chowk Kishanganj-768407,443,26,35
6998,392,77,Butter Chicken,2024-02-11 08:54:15,2024-02-11 09:17:00,Successful,541,2,"H.No. 988 Sangha, South Dumdum 414312",398,23,36
6999,341,79,Biryani,2024-01-10 17:27:02,2024-01-10 19:00:00,Successful,913,4,"H.No. 313, Kurian Narasaraopet 550902",135,93,30
7000,144,142,Biryani,2024-07-24 10:22:40,2024-07-24 11:01:00,Successful,315,4,"851 Shankar Ganj, Danapur-991943",61,39,31
7001,415,128,Chole Bhature,2024-05-14 04:04:52,2024-05-14 04:57:00,Successful,615,3,53/95 Chandran Nagar Mangalore-428732,260,53,38
7002,451,284,Butter Chicken,2024-08-24 17:40:42,2024-08-24 18:03:00,Successful,206,1,"49/052, Kadakia Road, Purnia 775858",375,23,36
7003,158,162,Samosa,2024-08-03 15:34:36,2024-08-03 17:07:00,Successful,261,3,"47/49, Bahri Nagar, Shahjahanpur-030905",393,93,27
7004,74,112,Aloo Paratha,2024-03-06 17:37:35,2024-03-06 18:23:00,Successful,977,1,54/13 Bahri Noida 385876,291,46,35
7005,78,1,Paneer Tikka,2024-09-10 23:25:52,2024-09-11 01:08:00,Successful,238,3,"H.No. 795 Sule Street, South Dumdum 247301",216,103,33
7006,416,298,Aloo Paratha,2024-08-21 18:17:54,2024-08-21 19:07:00,Successful,365,1,16/64 Bajaj Nagar Karawal Nagar-718395,472,50,35
7007,336,253,Tandoori Chicken,2024-05-25 17:21:57,2024-05-25 18:49:00,Successful,313,4,"96/745, Bassi Path Bareilly-799171",409,88,28
7008,72,238,Biryani,2024-05-01 04:25:52,2024-05-01 06:02:00,Successful,206,3,"25/74 Ahluwalia Ganj, Nangloi Jat-735148",173,97,26
7009,54,236,Tandoori Chicken,2024-03-30 09:05:54,2024-03-30 09:56:00,Successful,486,1,"96/94, Dutta Road, Bhiwandi-281198",63,51,26
7010,169,266,Dosa,2024-01-06 16:55:46,2024-01-06 17:58:00,Successful,482,2,"674, Bal Chowk Jaipur-668579",53,63,30
7011,451,166,Butter Chicken,2024-08-02 15:41:48,2024-08-02 17:09:00,Successful,578,4,"33/26, Lata, Durg 610286",232,88,38
7012,227,139,Butter Chicken,2024-08-02 18:28:47,2024-08-02 20:20:00,Successful,891,5,"807, Loyal Chowk Asansol-002268",236,112,31
7013,266,178,Dal Makhani,2024-01-22 09:08:02,2024-01-22 10:35:00,Successful,163,1,92/07 Deol Circle Mahbubnagar 037023,37,87,22
7014,493,191,Butter Chicken,2024-03-19 09:42:09,2024-03-19 11:06:00,Successful,499,1,"H.No. 681, Magar Road Morbi 304393",449,84,25
7015,78,8,Chole Bhature,2024-04-13 10:56:06,2024-04-13 11:19:00,Successful,665,4,"16, Dara Circle, Jalna 507149",410,23,20
7016,250,139,Samosa,2024-09-12 00:57:22,2024-09-12 02:41:00,Successful,965,3,"793, Cherian Marg Baranagar 662762",474,104,27
7017,190,57,Butter Chicken,2024-06-09 03:24:44,2024-06-09 04:18:00,Successful,603,2,"02, Shenoy Road Etawah 801875",336,54,34
7018,257,174,Samosa,2024-06-18 04:21:35,2024-06-18 05:38:00,Successful,735,3,"00, Reddy Ganj, Srinagar-350060",184,77,35
7019,304,67,Pav Bhaji,2024-03-05 01:13:48,2024-03-05 01:55:00,Successful,621,1,H.No. 662 Rout Circle Mysore-816749,262,42,30
7020,423,121,Butter Chicken,2024-01-10 16:20:05,2024-01-10 18:01:00,Successful,136,2,"105 Badami Ganj, Dharmavaram-413638",190,101,20
7021,40,180,Dosa,2024-03-18 09:10:25,2024-03-18 10:51:00,Successful,220,1,18/537 Vala Ganj Tiruchirappalli-947080,267,101,37
7022,233,131,Aloo Paratha,2024-02-23 01:17:35,2024-02-23 02:37:00,Successful,901,3,H.No. 19 Bumb Marg Bhiwandi 035170,329,80,32
7023,106,65,Samosa,2024-03-13 04:15:48,2024-03-13 04:55:00,Successful,325,1,"82/77 Gole Marg, Ujjain-264127",376,40,20
7024,354,202,Dal Makhani,2024-08-30 04:29:05,2024-08-30 05:19:00,Successful,149,2,"H.No. 97, Brar Nagar Pallavaram 900005",191,50,30
7025,180,73,Dal Makhani,2024-04-03 03:21:32,2024-04-03 03:53:00,Successful,664,5,"839 Goyal Road, Alwar-703235",1,32,34
7026,10,222,Tandoori Chicken,2024-03-19 23:56:51,2024-03-20 01:24:00,Successful,417,2,"66/34 Bedi Ganj, Bhusawal-840994",298,88,25
7027,422,42,Chole Bhature,2024-09-10 07:05:49,2024-09-10 08:19:00,Successful,539,5,"78/421, Badal Street, Nagpur 429148",415,74,24
7028,354,119,Butter Chicken,2024-05-27 23:52:33,2024-05-28 00:34:00,Successful,765,3,"37/360 Vora Street, Bhilwara 289027",26,42,23
7029,301,225,Aloo Paratha,2024-07-04 10:45:51,2024-07-04 11:26:00,Successful,615,2,"82, Chhabra Street Miryalaguda 406549",144,41,29
7030,202,9,Chole Bhature,2024-03-09 13:14:06,2024-03-09 13:39:00,Successful,605,4,"31/831, Sundaram Nagar, Guntakal 976431",380,25,28
7031,492,294,Biryani,2024-02-04 00:59:06,2024-02-04 02:34:00,Successful,710,2,"H.No. 549, Toor Marg, Saharanpur-658908",89,95,37
7032,345,267,Butter Chicken,2024-07-25 23:00:31,2024-07-26 00:50:00,Successful,729,1,"69/310, Saini Nagar, Secunderabad 456433",362,110,33
7033,460,167,Paneer Tikka,2024-06-03 07:22:23,2024-06-03 09:05:00,Successful,816,3,"H.No. 33 Tata Nagar, Anand-431454",319,103,34
7034,262,143,Chole Bhature,2024-01-29 15:31:22,2024-01-29 16:57:00,Successful,223,1,"88/42 Tripathi Nagar, Proddatur-487319",305,86,33
7035,464,50,Biryani,2024-05-24 15:52:21,2024-05-24 17:01:00,Successful,813,2,"93, Tara Street, Kavali-635708",190,69,34
7036,71,134,Chole Bhature,2024-08-04 05:50:27,2024-08-04 07:18:00,Successful,387,4,"50/176, Kulkarni Nagar, Ujjain-801439",424,88,28
7037,327,68,Paneer Tikka,2024-02-07 23:42:10,2024-02-08 01:25:00,Successful,263,5,"348, Sekhon, Gangtok-868919",293,103,38
7038,481,298,Chole Bhature,2024-08-22 06:21:20,2024-08-22 07:01:00,Successful,739,3,"11, Mallick Road, Unnao 554941",456,40,25
7039,352,253,Butter Chicken,2024-03-05 22:06:46,2024-03-05 23:33:00,Cancelled,288,4,"84/321, Gara Marg Faridabad-720395",274,87,23
7040,220,187,Aloo Paratha,2024-01-05 08:06:41,2024-01-05 09:09:00,Successful,489,2,"722 Grover Street, Imphal 270465",250,63,24
7041,429,12,Dal Makhani,2024-06-13 05:13:05,2024-06-13 05:46:00,Successful,344,4,"33, Chana Path Patna 511840",167,33,36
7042,191,42,Biryani,2024-07-04 22:46:20,2024-07-05 00:18:00,Successful,769,4,"46/593 Dar Path, Kumbakonam-998282",200,92,30
7043,423,184,Aloo Paratha,2024-04-08 10:31:09,2024-04-08 11:04:00,Successful,303,2,"H.No. 62, Chopra Bellary-090412",330,33,39
7044,3,7,Chole Bhature,2024-05-28 04:50:52,2024-05-28 06:41:00,Successful,301,2,"921, Mahal Circle, Jalandhar-318954",474,111,30
7045,353,27,Paneer Tikka,2024-05-13 14:59:47,2024-05-13 16:51:00,Successful,348,5,"H.No. 01, Kothari Chowk, Bhusawal-987558",228,112,40
7046,14,167,Dal Makhani,2024-05-08 02:16:15,2024-05-08 03:29:00,Cancelled,167,1,"96/052, Anne Nagar, Hindupur 590663",416,73,34
7047,237,265,Tandoori Chicken,2024-03-11 21:27:43,2024-03-11 22:03:00,Successful,117,2,"25/77 Contractor Street, Ghaziabad 032474",371,36,30
7048,434,206,Tandoori Chicken,2024-07-24 23:23:04,2024-07-25 00:21:00,Successful,756,3,"80/76, Jain Street, Ajmer-362223",397,58,32
7049,41,115,Pav Bhaji,2024-07-24 16:00:56,2024-07-24 16:47:00,Successful,491,3,"H.No. 94 Dugar Circle, Phagwara-342632",196,47,31
7050,329,102,Dosa,2024-04-24 12:16:33,2024-04-24 13:10:00,Successful,458,1,"557, Devi Circle Khandwa 279830",274,54,25
7051,462,177,Dal Makhani,2024-06-01 12:02:19,2024-06-01 12:26:00,Successful,376,3,H.No. 847 Hayre Marg Junagadh-383754,88,24,25
7052,420,293,Chole Bhature,2024-03-16 13:23:51,2024-03-16 14:15:00,Successful,180,5,"H.No. 426, Tailor Zila Durg 001211",362,52,23
7053,463,167,Butter Chicken,2024-03-31 22:06:45,2024-03-31 23:02:00,Successful,531,2,"94/85, Golla Zila Morena 850886",23,56,34
7054,109,17,Pav Bhaji,2024-05-24 12:34:53,2024-05-24 12:56:00,Successful,247,4,"46 Johal Road, Vasai-Virar 204888",30,22,23
7055,210,67,Dosa,2024-02-26 13:20:16,2024-02-26 14:20:00,Successful,824,4,"366, Bains Street Bidhannagar 815279",231,60,34
7056,338,31,Dosa,2024-07-18 21:01:13,2024-07-18 21:42:00,Successful,176,2,"77/05, Jaggi Path, Khora -150540",169,41,33
7057,140,129,Aloo Paratha,2024-07-26 08:14:05,2024-07-26 09:03:00,Successful,300,1,"H.No. 53 Konda Road, Firozabad-198441",271,49,26
7058,64,207,Paneer Tikka,2024-09-10 01:14:26,2024-09-10 02:02:00,Successful,826,2,"41, Kulkarni Street, Munger 948831",14,48,21
7059,227,128,Dal Makhani,2024-08-16 15:31:33,2024-08-16 16:59:00,Successful,370,3,"H.No. 844, Garg Nagar, Latur 710127",18,88,35
7060,209,119,Dosa,2024-08-20 16:54:55,2024-08-20 17:47:00,Successful,577,1,"26/839, Bhat Zila, Pudukkottai-999246",237,53,20
7061,371,14,Butter Chicken,2024-03-10 14:26:23,2024-03-10 16:17:00,Successful,446,2,"05/845, Sekhon Chowk Rampur 728127",39,111,39
7062,325,135,Samosa,2024-03-22 07:56:33,2024-03-22 09:35:00,Cancelled,930,3,"H.No. 278, Kade Road Panvel 511121",218,99,25
7063,277,261,Dal Makhani,2024-07-29 00:13:39,2024-07-29 00:41:00,Successful,833,2,"079, Bhasin Circle Kurnool 991752",140,28,30
7064,278,213,Chole Bhature,2024-08-06 21:55:54,2024-08-06 23:44:00,Successful,928,4,"30, Dar Saharanpur 041963",343,109,29
7065,397,283,Tandoori Chicken,2024-09-13 07:18:06,2024-09-13 07:42:00,Successful,914,5,"12/041 Acharya Road, Sambhal 732156",133,24,34
7066,80,147,Tandoori Chicken,2024-08-08 18:58:47,2024-08-08 19:54:00,Cancelled,761,3,"62/20, Sekhon Street, Nangloi Jat 217143",243,56,37
7067,431,210,Dosa,2024-08-18 08:53:37,2024-08-18 10:49:00,Successful,509,4,"68, Kapoor Zila Jehanabad-852903",99,116,34
7068,25,190,Aloo Paratha,2024-08-14 07:39:35,2024-08-14 09:15:00,Successful,912,4,"13/770, Kant Nagar Raipur 359036",483,96,30
7069,472,192,Pav Bhaji,2024-02-11 10:18:50,2024-02-11 11:55:00,Successful,175,3,"40/597, Soman Street Firozabad-739512",110,97,29
7070,223,61,Chole Bhature,2024-02-29 15:22:14,2024-02-29 17:07:00,Successful,863,1,"19/268, Suri Road, Ranchi-165192",432,105,38
7071,8,44,Biryani,2024-06-28 02:13:26,2024-06-28 03:34:00,Successful,724,5,"H.No. 87, Acharya Street Maheshtala 942853",236,81,26
7072,420,71,Pav Bhaji,2024-07-30 14:42:28,2024-07-30 15:54:00,Successful,729,4,"83/451 Bhatnagar Path, Karawal Nagar 116804",99,72,40
7073,388,133,Samosa,2024-08-27 16:41:03,2024-08-27 18:29:00,Successful,956,5,"05, Saxena Zila, Thiruvananthapuram 452448",290,108,20
7074,339,104,Chole Bhature,2024-07-25 11:47:46,2024-07-25 12:41:00,Successful,349,1,"H.No. 89 Krish Street, Guntakal 273455",203,54,33
7075,487,37,Tandoori Chicken,2024-03-08 03:54:01,2024-03-08 05:07:00,Successful,243,3,33/51 Khare Chowk Ghaziabad 373537,253,73,23
7076,351,283,Samosa,2024-05-22 11:37:48,2024-05-22 12:43:00,Successful,840,1,"835 Sethi Marg, Ranchi 637385",105,66,24
7077,133,114,Dosa,2024-05-13 09:40:37,2024-05-13 10:18:00,Successful,861,1,"H.No. 89 Master Road, Nadiad-520403",434,38,33
7078,101,22,Butter Chicken,2024-09-02 19:06:10,2024-09-02 20:48:00,Successful,246,2,"63, Chad Ganj, Sikar-954130",293,102,29
7079,280,225,Paneer Tikka,2024-02-20 19:15:29,2024-02-20 19:48:00,Successful,839,1,"H.No. 30 Halder Zila, Panchkula 533597",187,33,40
7080,436,242,Butter Chicken,2024-08-25 01:37:37,2024-08-25 01:58:00,Successful,671,5,"976, Shanker Circle, Orai 442982",46,21,20
7081,7,85,Paneer Tikka,2024-09-01 00:46:25,2024-09-01 01:52:00,Successful,156,3,360 Sathe Path Gorakhpur-783243,217,66,25
7082,217,80,Tandoori Chicken,2024-04-11 06:45:33,2024-04-11 08:14:00,Successful,834,2,"261, Shukla Street Aizawl-179332",457,89,31
7083,422,171,Butter Chicken,2024-05-21 10:17:23,2024-05-21 11:32:00,Cancelled,294,2,62/89 Zachariah Path Berhampur 180204,406,75,40
7084,131,193,Tandoori Chicken,2024-09-08 07:30:22,2024-09-08 09:22:00,Successful,746,2,65/93 Gole Street Jaipur-972234,421,112,32
7085,156,50,Paneer Tikka,2024-07-21 08:59:34,2024-07-21 10:34:00,Successful,446,2,"H.No. 11, Date Marg, Vasai-Virar 970752",186,95,20
7086,92,223,Pav Bhaji,2024-06-17 20:29:04,2024-06-17 21:32:00,Cancelled,718,2,"H.No. 48, Joshi Nagar, Ongole-713363",124,63,34
7087,319,225,Tandoori Chicken,2024-04-23 20:21:13,2024-04-23 22:16:00,Successful,925,5,236 Raval Ganj Nangloi Jat-824947,51,115,38
7088,114,22,Chole Bhature,2024-07-29 02:07:40,2024-07-29 03:33:00,Successful,569,2,"728, Tank, Pudukkottai-971591",59,86,28
7089,287,12,Butter Chicken,2024-06-13 09:28:05,2024-06-13 09:52:00,Successful,982,5,"20/442, Sengupta Ambala-114804",337,24,22
7090,479,20,Chole Bhature,2024-04-30 00:41:57,2024-04-30 02:03:00,Successful,119,5,"13/66, Ram Nagar, Secunderabad 680214",191,82,32
7091,218,292,Tandoori Chicken,2024-03-18 03:15:18,2024-03-18 04:44:00,Successful,998,3,"98/279 Kota Chowk, Panipat 772651",31,89,27
7092,226,149,Tandoori Chicken,2024-04-16 03:10:48,2024-04-16 03:54:00,Successful,821,5,"908, Sidhu Road, Bally 756993",170,44,32
7093,284,89,Aloo Paratha,2024-02-23 06:48:34,2024-02-23 08:45:00,Successful,663,1,"H.No. 034, Soman Chowk Medininagar 233533",239,117,24
7094,477,253,Biryani,2024-08-12 09:19:11,2024-08-12 11:16:00,Successful,486,1,"436, Wadhwa Chowk Phusro-046520",272,117,31
7095,124,154,Chole Bhature,2024-04-29 04:15:21,2024-04-29 05:29:00,Successful,641,2,"01/36 Karpe Circle, Noida-617657",35,74,21
7096,30,30,Dosa,2024-04-30 15:37:09,2024-04-30 16:10:00,Successful,372,2,"015, Comar Chowk, Buxar-305037",458,33,21
7097,497,281,Butter Chicken,2024-04-10 10:25:38,2024-04-10 12:16:00,Successful,791,3,"66/97 Deol Ganj, Bellary-438265",296,111,34
7098,93,151,Butter Chicken,2024-06-13 22:02:07,2024-06-13 22:40:00,Successful,643,2,"220, Contractor Proddatur-072006",184,38,34
7099,31,216,Biryani,2024-03-04 16:27:08,2024-03-04 17:40:00,Successful,971,4,"H.No. 491, Grewal Road Nagpur 989018",499,73,36
7100,195,37,Dal Makhani,2024-02-12 10:17:50,2024-02-12 11:06:00,Successful,906,1,"46/56, Biswas Ganj, Bardhaman-315302",332,49,40
7101,235,77,Biryani,2024-07-05 11:58:25,2024-07-05 12:27:00,Successful,853,1,H.No. 88 Hora Path Rajkot 637621,59,29,25
7102,42,29,Dal Makhani,2024-08-25 14:09:40,2024-08-25 15:14:00,Cancelled,844,3,"H.No. 21, Dar Marg Haridwar-433344",114,65,30
7103,352,57,Aloo Paratha,2024-09-01 05:06:11,2024-09-01 06:44:00,Successful,693,2,"88/00, Dubey Circle Rajpur Sonarpur 230712",166,98,30
7104,183,34,Pav Bhaji,2024-09-01 01:30:13,2024-09-01 01:50:00,Successful,138,3,"91/99 Sibal Street, Sonipat 132546",250,20,23
7105,11,248,Butter Chicken,2024-08-08 15:15:34,2024-08-08 16:36:00,Successful,741,1,"H.No. 058, Dua Street, Indore 807781",83,81,38
7106,151,98,Tandoori Chicken,2024-05-09 07:11:33,2024-05-09 08:40:00,Successful,251,1,"95 Agate, Shivpuri-067347",57,89,40
7107,414,88,Samosa,2024-06-27 03:34:50,2024-06-27 04:49:00,Successful,945,5,"H.No. 684 Sehgal Chowk, Dhanbad 870053",418,75,22
7108,119,65,Pav Bhaji,2024-01-30 02:29:12,2024-01-30 04:20:00,Successful,558,4,"90/070, Kala Agartala-956694",237,111,36
7109,446,14,Samosa,2024-06-29 09:43:12,2024-06-29 11:07:00,Successful,234,1,"77, Keer Chowk Munger-355910",124,84,21
7110,369,9,Butter Chicken,2024-02-20 23:46:38,2024-02-21 00:28:00,Successful,141,5,57 Lalla Path Bijapur-809775,303,42,33
7111,423,33,Dal Makhani,2024-09-15 04:12:17,2024-09-15 05:12:00,Successful,431,5,"H.No. 88 Sengupta Nagar, Salem 101891",358,60,28
7112,390,283,Samosa,2024-05-17 19:06:00,2024-05-17 21:00:00,Successful,813,1,"856, Bali Ganj Eluru-477503",191,114,33
7113,453,15,Samosa,2024-05-06 08:05:12,2024-05-06 09:34:00,Successful,910,5,"88/49, Mannan Nangloi Jat-070724",362,89,38
7114,193,299,Dosa,2024-07-31 08:02:35,2024-07-31 08:26:00,Cancelled,545,3,"290 Deshpande Ganj, Khandwa 330155",488,24,25
7115,111,269,Dal Makhani,2024-09-03 15:13:48,2024-09-03 16:41:00,Successful,731,5,04/353 Dora Ganj Naihati 365862,230,88,22
7116,82,168,Butter Chicken,2024-04-07 05:45:52,2024-04-07 07:27:00,Successful,522,5,"87/517 Ramesh Road, Bhind 982736",319,102,28
7117,117,67,Tandoori Chicken,2024-01-23 09:30:52,2024-01-23 10:08:00,Successful,429,5,"H.No. 693, Korpal Marg, Rohtak 832044",42,38,36
7118,414,268,Aloo Paratha,2024-07-25 15:17:41,2024-07-25 16:01:00,Successful,998,1,"144 Gaba Nagar, Ujjain 317890",24,44,21
7119,132,7,Pav Bhaji,2024-02-27 21:26:16,2024-02-27 22:09:00,Successful,910,2,72/33 Chaudhari Street Ramgarh-494495,370,43,29
7120,378,289,Tandoori Chicken,2024-08-21 04:50:51,2024-08-21 05:40:00,Successful,866,5,"H.No. 170, Mall Road Shahjahanpur 429591",184,50,22
7121,346,105,Samosa,2024-05-31 09:56:36,2024-05-31 10:31:00,Successful,496,2,"88, Gokhale Ganj Durg-136705",370,35,40
7122,283,120,Aloo Paratha,2024-09-13 07:18:37,2024-09-13 08:23:00,Successful,249,2,H.No. 690 Gara Zila Nangloi Jat-426948,487,65,29
7123,215,180,Dal Makhani,2024-05-25 11:06:45,2024-05-25 12:55:00,Successful,517,5,"H.No. 05, Contractor Marg, Dehri-599748",355,109,31
7124,14,181,Dosa,2024-07-27 06:11:53,2024-07-27 06:36:00,Successful,118,2,"162, Sidhu Street Srikakulam 510330",244,25,30
7125,116,150,Dosa,2024-07-28 23:37:24,2024-07-29 01:05:00,Successful,842,2,"62/096, Kade Street, Narasaraopet-677812",280,88,20
7126,131,272,Butter Chicken,2024-01-24 17:04:25,2024-01-24 18:16:00,Successful,176,1,"61, Bhattacharyya Chowk, Imphal 033199",472,72,38
7127,311,151,Dosa,2024-08-05 16:16:11,2024-08-05 18:15:00,Successful,329,5,"H.No. 377, Sha Chowk Aurangabad 837949",297,119,24
7128,321,273,Butter Chicken,2024-02-04 11:43:50,2024-02-04 12:35:00,Successful,693,2,"93/121, Borah Path, Amaravati 254160",391,52,24
7129,9,237,Tandoori Chicken,2024-06-17 02:34:54,2024-06-17 03:00:00,Successful,456,3,"71 Som Nagar, Nizamabad 926765",239,26,27
7130,195,241,Chole Bhature,2024-04-19 19:38:45,2024-04-19 20:19:00,Successful,181,1,34/937 Sandal Circle Agartala-746495,284,41,26
7131,406,41,Pav Bhaji,2024-04-29 13:46:26,2024-04-29 15:30:00,Successful,154,1,"H.No. 318 Subramaniam Zila, Bihar Sharif-588293",414,104,37
7132,118,53,Aloo Paratha,2024-02-05 09:59:03,2024-02-05 10:45:00,Successful,962,2,"333, Kurian Marg Hyderabad-411598",89,46,33
7133,179,264,Dosa,2024-08-08 04:24:14,2024-08-08 05:36:00,Successful,629,1,"H.No. 80, Virk Nagar, Panvel-301878",302,72,28
7134,468,143,Dosa,2024-06-17 07:32:07,2024-06-17 09:10:00,Successful,802,4,"08 Chandran Street, Adoni-955290",199,98,20
7135,403,216,Aloo Paratha,2024-05-02 06:18:37,2024-05-02 07:38:00,Successful,551,2,"54, Batra Path Ghaziabad-681215",81,80,22
7136,33,219,Chole Bhature,2024-07-13 06:00:21,2024-07-13 07:30:00,Successful,131,2,"H.No. 62 Bail Street, Purnia-166289",377,90,21
7137,322,260,Paneer Tikka,2024-03-15 03:20:30,2024-03-15 04:09:00,Successful,119,4,87 Chopra Bhopal 049712,446,49,35
7138,119,133,Pav Bhaji,2024-07-18 21:29:57,2024-07-18 22:29:00,Successful,848,3,16/43 Rege Nagar Dhanbad 412975,38,60,32
7139,482,200,Aloo Paratha,2024-06-03 15:57:49,2024-06-03 17:14:00,Successful,761,2,"18, Sule Street, Bhagalpur 569686",284,77,26
7140,229,110,Dosa,2024-01-13 19:12:06,2024-01-13 20:38:00,Successful,401,1,"H.No. 600, Walia Chowk, South Dumdum 675493",383,86,40
7141,451,37,Dosa,2024-02-02 23:59:58,2024-02-03 01:06:00,Successful,200,3,"H.No. 840 Kade Path, Mathura 937124",315,67,31
7142,457,22,Biryani,2024-06-30 20:29:05,2024-06-30 20:49:00,Successful,844,4,H.No. 47 Anand Street Kavali 551351,294,20,37
7143,182,102,Biryani,2024-05-03 08:00:38,2024-05-03 09:06:00,Successful,510,5,"29 Maharaj, Nagercoil 271871",90,66,28
7144,72,297,Dosa,2024-05-28 14:43:43,2024-05-28 15:41:00,Successful,378,2,"H.No. 46 Vyas Chowk, Haridwar-425781",235,58,26
7145,34,184,Tandoori Chicken,2024-06-02 18:51:26,2024-06-02 20:33:00,Successful,893,3,11 Ghosh Belgaum 925824,382,102,39
7146,243,145,Pav Bhaji,2024-03-18 17:48:47,2024-03-18 18:27:00,Successful,218,5,"H.No. 477, Mann Ganj Arrah 665888",327,39,24
7147,170,74,Chole Bhature,2024-03-15 20:21:20,2024-03-15 20:52:00,Successful,870,4,"08, Kata Street, Shahjahanpur-127433",58,31,36
7148,195,155,Samosa,2024-03-01 15:23:59,2024-03-01 16:16:00,Successful,695,5,"548, Chauhan Circle Srinagar-452863",213,53,30
7149,402,40,Biryani,2024-06-06 23:32:11,2024-06-07 00:29:00,Successful,470,1,428 Sharaf Road Hindupur-347715,72,57,23
7150,476,160,Samosa,2024-06-01 20:42:59,2024-06-01 21:38:00,Successful,583,2,"46, Setty Zila, Varanasi 009483",291,56,39
7151,345,225,Aloo Paratha,2024-04-25 07:29:07,2024-04-25 07:54:00,Successful,790,2,"H.No. 25, Zacharia Chowk, Kadapa 871083",304,25,25
7152,215,209,Biryani,2024-05-27 22:55:12,2024-05-27 23:30:00,Successful,990,1,"H.No. 29 Bali Ganj, Ajmer 492920",413,35,24
7153,309,67,Samosa,2024-02-24 06:41:40,2024-02-24 07:17:00,Successful,971,3,"78/890 Tella Circle, Bijapur 252939",241,36,38
7154,280,99,Aloo Paratha,2024-09-07 15:32:13,2024-09-07 16:51:00,Successful,391,5,"24/57, Dixit Chowk Akola 516457",197,79,32
